Address,School of Economics and Development Legon,School of Engineering Legon,School of performing Arts new building legon,Univiersity of Ghana Business School Legon,Faculty of Arts Legon,School of information and communication studies Legon,School of Agriculture Legon,School of Engineering Sciences Legon,School of Nursing and Midwifery Legon,School of Law Legon,School of Pharmacy Legon,School of Social Sciences Legon,School of Vetenary Medicine Legon,School of Graduate Studies Legon,School of Languages Legon,School of continuing and distance education Legon,Commonwealth Hall Legon,The Great Hall Legon,ISSER Conference Hall Legon,Cedi Conference Centre Legon,Legon Hall Legon,Jubliee Hall Legon,Legon Hall Annex A Legon,Legon Hall Annex B Legon,Legon Hall Annex C Legon,Akuafo Hall Legon,Akuafo Hall Annex A Legon,Akuafo Hall Annex B Legon,Akuafo Hall Annex C Legon,Mensah Sarbah Legon,Mensah Sarbah Annex C Legon,Volta Hall Legon,Liman Hall Legon,Kwapong Hall Legon,Jean Nelson Legon,Frances Sey Legon,Pentagon Block A Legon,Pentagon Block B Legon,Pentagon Block C Legon,Union Hostel Legon,Jubliee Hall Legon,Valco Trust Hostel Legon,International Student Hostel Legon,International Student Hostel 2 Legon,Bani Hostel Legon,Evandy Hostel Legon,Teachers Fund Hostel Legon,Addis-Ababa Court Legon,Kampala Court Legon,Nairobi Court Legon,University of Ghana Hospital Legon,University of Ghana Teaching Hospital Legon,University Hospital Legon,College of Humanities Legon,College of Basic And Applied Sciences Legon,College of Education Legon,Department of Computer Science Legon,Department of Economics Legon,Department of Geography and Resource Development Legon,Department of Animal Biology and Conservation Science Legon,Department of History Legon,Department of Adult Education and Human Resource Studies Legon,Department of Political Science Legon,Department of Economics Conference Facility Legon,Department of English Legon,Department of Psychology Legon,Department of Animal Science Legon,Department of Soil Science Legon,Department of Physics Legon,Sociology Department Legon,Chemistry Department Legon,Department of Agriculture Economics and Agribusiness Legon,Department of Family and Consumer Science Legon,Department of Philosophy and Classics Legon,Department for the Study of Religions Legon,Department of Mathematics and Statistics Legon,Department of Educational Studies and Leadership Legon,Department of Music Legon,Department of Crop Science Legon,Department of Earth Science Legon,Department of Botany Legon,Department of Linguistics Legon,Department of Nutritionn and Food Science Legon,Department of Archaeology Legon,Department of Animal Science Legon,Department of Biochemistry Legon,Department of Marine and Fisheries Sciences Legon,Conficius Institue Legon,Institute of Applied Sciece & Technology Legon,Institute of African studies Legon,New Institute of African Studies Legon,Institute of Statistical Social and Economic Research Legon,Maison Francaise Legon,GCB Lecture Building Legon,JQB Legon,K.A. Busia building Legon,Student Representative Council Builidng Legon,New N Block Legon,N Block Legon,Athletic Oval Legon,Sarbah Field Legon,University Basic School Legon,Balme Library Legon,Night Market Legon,UG Banking Square Legon,University of Ghana Sports Stadium Legon,University of Ghana Registry Legon,Bush Canteen Legon,Central Mosque Legon,University of Ghana Swimming Pool Legon,Taxi Station Legon,University of Ghana Sports Directorate Legon,Ayax Park Legon,Ajax 2 Legon,Bank of Ghana Audiotorium Legon,International Programmes Office Legon,University of Ghana Bookshop Legon,Caregie Writing Centre Legon,Basketball courts Legon,Recreational Quandrangle Legon
Department of Crop Science Legon,0.413338481,0.696234778,0.312694378,1.229221577,0.374347877,0.425561831,0.113370364,0.604889772,0.710058849,0.483082795,0.653676071,0.612367351,0.228298288,0.747624991,0.549769064,0.415004801,0.739120497,1.270629164,0.567994782,0.417688058,0.400688877,1.101850067,0.467895975,0.539436492,0.54926325,0.104658848,0.261764833,0.370724386,0.304631696,0.45553715,0.533525966,0.582734838,1.425710673,1.440663806,1.71351547,9.342485023,1.027221883,1.027221883,1.015347082,2.296188696,1.101850067,0.691700408,1.126454595,0.327721366,1.545350354,5.173199483,1.824187787,0.75048625,0.786953294,0.850567385,0.53547186,0.280172286,0.764653286,0.304336149,0.126742496,0.456174947,0.497988237,0.325130937,0.190413953,0.476564867,0.519376565,0.432896054,0.559050447,0.419790153,0.541907829,0.593192818,0.188833528,0.018160809,0.203926635,0.588557357,0.325455145,0.145670533,0.080432399,0.386994331,0.425758621,0.415472986,0.496702182,0.465615768,0,0.114425888,0.439015018,0.550346323,0.593795838,0.444708197,0.188833528,0.732522663,0.568003902,0.56050529,0.350100658,0.419288335,0.419288335,0.486582818,0.314434285,0.672402699,0.395463934,0.372441792,0.47275416,0.740714392,0.740714392,0.332451662,0.627883455,0.903419944,0.324625118,0.927918187,0.827969241,1.340028392,1.175179966,0.473295842,0.976186199,1.191707084,1.210030125,1.217236785,0.984460702,0.984460702,0.417688058,0.489150033,0.231725922,0.213705796,1.676568965,0.404575814
Department of Earth Science Legon,0.45912702,0.592577272,0.255039466,1.114825655,0.439302514,0.326664529,0.095359426,0.499054208,0.732661541,0.376630981,0.66032337,0.575073074,0.171066766,0.778861738,0.643477362,0.333692524,0.810128069,1.342235252,0.476200982,0.465450725,0.484873257,1.201514547,0.577023487,0.652660349,0.659684186,0.181187892,0.371540383,0.476887696,0.409876901,0.569406191,0.633184633,0.634390041,1.516630669,1.537771293,1.81759214,9.422559384,0.922219562,0.922219562,0.904930713,2.370355384,1.201514547,0.799796553,1.219909936,0.213347532,1.436977229,5.265662156,1.725816361,0.641648414,0.676390596,0.736839497,0.63746961,0.26640594,0.685593531,0.190316467,0.101666612,0.342201033,0.400212267,0.380843121,0.094209939,0.454286578,0.596473407,0.340583345,0.50812722,0.467039006,0.617079069,0.546576717,0.159103252,0.100304655,0.220520044,0.669381714,0.274750659,0.144112297,0.083096741,0.44735523,0.487738063,0.327056298,0.386577226,0.427396227,0.114425888,0,0.394954056,0.644585643,0.600265667,0.342444452,0.159103252,0.729611332,0.569503307,0.658887547,0.314273659,0.382112984,0.382112984,0.396842148,0.414156165,0.65260698,0.285958727,0.258687688,0.587066097,0.704650538,0.704650538,0.445268236,0.742209426,1.013804987,0.342477462,1.026280656,0.927062788,1.395664615,1.250356672,0.46523733,1.066312308,1.264992826,1.251040576,1.283416037,1.027068048,1.027068048,0.465450725,0.374730856,0.283657631,0.27306731,1.781474667,0.398600431
Department of Botany Legon,0.335468643,0.437099013,0.62160693,1.090359134,0.394630408,0.591508174,0.489109332,0.390169144,0.443443637,0.328448622,0.33703217,0.180527904,0.550211244,0.509215187,0.650419664,0.650093402,0.679450412,1.167162379,0.267944601,0.345284093,0.493492452,1.499876723,0.69619158,0.806412069,0.77669661,0.382321165,0.660039427,0.771984045,0.713616411,0.797314269,0.944055342,0.463564766,1.841219639,1.842254247,2.088656842,9.768280156,0.733903407,0.733903407,0.776834573,2.178260164,1.499876723,1.067256589,1.53932818,0.389046522,1.255475191,5.577708344,1.46285836,0.528600832,0.579573478,0.693632209,0.693221078,0.172442241,0.96576261,0.37101198,0.496487637,0.479034024,0.268799274,0.34121747,0.453590251,0.100286102,0.537256355,0.625800132,0.121362791,0.344200079,0.543903587,0.154253163,0.552029908,0.422523256,0.262005739,0.608023688,0.120299992,0.53819356,0.468652079,0.381819392,0.407964921,0.194829634,0.565750381,0.798666971,0.439015018,0.394954056,0,0.654100651,0.287688237,0.587847197,0.552029908,0.375284641,0.249634626,0.688469652,0.09032045,0.756882981,0.756882981,0.215691072,0.52005259,0.272784056,0.506432196,0.379854413,0.777152055,0.309881432,0.309881432,0.629539323,0.915652473,1.256553223,0.220011167,1.332156501,1.232133663,1.778658799,1.095275301,0.855359507,1.396447575,1.62759264,1.642847674,1.655674662,1.417949597,1.417949597,0.345284093,0.464137307,0.318996021,0.338072281,2.048230129,0.140479935
Department of Linguistics Legon,0.322937856,1.077817026,0.858392714,1.703157648,0.261189049,0.970876934,0.661763769,1.010813756,0.507275439,0.910157078,0.553106086,0.720424537,0.776776973,0.486219353,0.004914645,0.965311946,0.268690962,0.754524176,0.911311011,0.313648793,0.171033946,1.03709042,0.181231808,0.269866025,0.201372347,0.463432499,0.46502711,0.503791919,0.50302548,0.387917881,0.622795268,0.297601506,1.403857015,1.363835842,1.544959281,9.29763421,1.387389212,1.387389212,1.421152762,1.763943497,1.03709042,0.61880279,1.115512024,0.830564472,1.909553333,5.051816184,2.096678059,1.160692875,1.208302668,1.30509639,0.078989901,0.529860931,1.313625689,0.803697496,0.67492978,0.964470981,0.882198697,0.321903379,0.735222084,0.594062649,0.137067088,0.981764413,0.742420542,0.315355652,0.147983473,0.746383053,0.73119089,0.555684402,0.48066928,0.11632937,0.629319842,0.682182897,0.629960627,0.272345962,0.248516965,0.785913042,1.024328153,0.990320575,0.550346323,0.644585643,0.654100651,0,0.524962771,0.987003661,0.73119089,0.643325149,0.535778575,0.042211623,0.596662969,0.94588982,0.94588982,0.841045597,0.237410357,0.682548873,0.9264665,0.861123937,0.316026694,0.798833712,0.798833712,0.29387251,0.363822704,0.731154922,0.440208177,0.905214036,0.820153791,1.541290976,0.651602539,0.958559545,1.014817629,1.313140786,1.485744348,1.375792057,1.274682486,1.274682486,0.313648793,0.982046058,0.391885731,0.389943646,1.500157668,0.516487955
Department of Nutritionn and Food Science Legon,0.242148524,0.696197918,0.852042389,1.355627816,0.327697427,0.858862992,0.681380123,0.66647944,0.155803551,0.615707676,0.060227866,0.229890817,0.770668325,0.223081578,0.520240619,0.9047312,0.447113026,0.891457538,0.534048791,0.246718137,0.415755882,1.51050965,0.637854098,0.752852805,0.701208461,0.499802384,0.732783228,0.831692562,0.788897326,0.800560237,0.998454186,0.24666411,1.869913876,1.848997398,2.057089848,9.792510907,0.950928691,0.950928691,1.019283851,1.893546667,1.51050965,1.072755972,1.570385676,0.659668028,1.450618488,5.564016609,1.590790596,0.792445081,0.84440538,0.965796748,0.589267696,0.334739733,1.237426425,0.637910939,0.692270212,0.762221184,0.552553706,0.320382196,0.68137547,0.187472748,0.388130371,0.889308151,0.295878686,0.243920451,0.381454328,0.276436631,0.756115442,0.582722182,0.391138084,0.437043296,0.369050255,0.72731545,0.652507919,0.305623291,0.301268897,0.482441673,0.847241836,1.027140396,0.593795838,0.600265667,0.287688237,0.524962771,0,0.859350619,0.756115442,0.145036636,0.038063692,0.566428572,0.314357703,0.98219183,0.98219183,0.497953618,0.50428631,0.158851775,0.778864312,0.658831981,0.755212435,0.276698372,0.276698372,0.634144271,0.861629328,1.228234452,0.269369622,1.357113091,1.261220803,1.895767243,0.827387621,1.060048919,1.444333072,1.710326242,1.78788239,1.753460009,1.562858567,1.562858567,0.246718137,0.750607069,0.378690959,0.401881003,2.013472935,0.203866231
Department of Archaeology Legon,0.776577773,0.503214056,0.218740898,0.833204981,0.771914715,0.029363854,0.346799282,0.41498051,1.008958338,0.3344398,0.915301162,0.750263793,0.252032107,1.065905823,0.98586367,0.121141724,1.141093238,1.670284429,0.489157733,0.784351049,0.825753133,1.409982877,0.912146597,0.976895511,0.992422491,0.523571755,0.661250946,0.745165107,0.681302243,0.870671172,0.866894258,0.950863393,1.681625258,1.727759253,2.035764116,9.511125581,0.780821838,0.780821838,0.715526278,2.698339869,1.409982877,1.058502003,1.402616295,0.199961927,1.245405577,5.411869462,1.595981389,0.497493805,0.507632885,0.509626798,0.978628989,0.543385082,0.378546944,0.221574145,0.335959023,0.146960059,0.407349964,0.709614644,0.254391498,0.6799008,0.933528356,0.064901379,0.659753939,0.785413317,0.95284653,0.702767195,0.306962937,0.435671174,0.537008628,1.007800163,0.490304553,0.352235189,0.37228039,0.77678088,0.81711998,0.41268328,0.092097814,0.316147946,0.444708197,0.342444452,0.587847197,0.987003661,0.859350619,0,0.306962937,0.962763693,0.823037697,1.001097991,0.545025967,0.298734924,0.298734924,0.446470195,0.755749766,0.85818865,0.081420049,0.211721316,0.903143789,0.867303563,0.867303563,0.773003568,1.055932727,1.278845076,0.642125049,1.234852097,1.142400189,1.43991616,1.582028358,0.430830095,1.241897955,1.373080567,1.254955563,1.366780215,1.049204727,1.049204727,0.784351049,0.196442129,0.615265661,0.608749662,2.004311235,0.66044888
Department of Animal Science Legon,0.596907147,0.689466572,0.127341521,1.13420587,0.56266587,0.28130095,0.077956471,0.592857285,0.883729974,0.474317576,0.81631586,0.732508131,0.055120968,0.926218804,0.7310282,0.243085882,0.927851756,1.459079768,0.599232318,0.601998414,0.587854819,1.124352334,0.628080945,0.680404744,0.703691921,0.29217641,0.356086532,0.438408496,0.3743396,0.565674944,0.56757474,0.768978268,1.418736694,1.45208684,1.748230476,9.301839201,1.009263271,1.009263271,0.972057297,2.483906887,1.124352334,0.754524835,1.12896486,0.280148927,1.508146683,5.164711513,1.82389189,0.720766196,0.747034546,0.783279129,0.708298997,0.424120431,0.58326809,0.269273164,0.065400775,0.373446606,0.516477182,0.511261614,0.115343755,0.613389602,0.707681217,0.275172205,0.662253895,0.603932878,0.730432358,0.701830826,9.50E-05,0.190699456,0.3687663,0.775900562,0.431763206,0.050211031,0.110766514,0.574604446,0.613798799,0.46008843,0.381909587,0.278839757,0.188833528,0.159103252,0.552029908,0.73119089,0.756115442,0.306962937,0,0.887636694,0.726380098,0.737448284,0.47308864,0.232518018,0.232518018,0.525326581,0.493780662,0.81170024,0.287452169,0.330226796,0.602765603,0.861904851,0.861904851,0.483103147,0.753274073,0.974447253,0.492919703,0.948091139,0.852172193,1.255752572,1.363074948,0.306201453,0.970719316,1.142910673,1.101967425,1.153438159,0.879836203,0.879836203,0.601998414,0.419774832,0.41549027,0.399553515,1.714800535,0.556126638
Department of Biochemistry Legon,0.384327427,0.726658883,0.976715022,1.378507934,0.468905001,0.965500507,0.814788948,0.715739636,0.162821265,0.687718029,0.094213199,0.243842097,0.897936513,0.226984304,0.63845571,1.019362484,0.514180737,0.884827497,0.579258321,0.387999778,0.551837496,1.648500917,0.771223506,0.885070371,0.829511839,0.641464867,0.877815963,0.976357682,0.933922516,0.941211348,1.142491506,0.348383584,2.009587403,1.985465088,2.185443372,9.928336206,0.940214873,0.940214873,1.025619168,1.855098031,1.648500917,1.211838605,1.710951877,0.763343526,1.415997957,5.692947582,1.517789899,0.823843184,0.875302956,1.002269836,0.713035993,0.463516605,1.34094364,0.744075668,0.825051379,0.852549016,0.616880458,0.465127969,0.805501612,0.284788056,0.507027146,0.99866964,0.334913711,0.385152116,0.495747887,0.300056271,0.887636694,0.720510011,0.528693945,0.543684998,0.478368283,0.861854199,0.787253552,0.446640624,0.437756648,0.563670698,0.939940903,1.153393093,0.732522663,0.729611332,0.375284641,0.643325149,0.145036636,0.962763693,0.887636694,0,0.16484072,0.68548459,0.426458687,1.109296172,1.109296172,0.562297214,0.646395541,0.1240263,0.881390354,0.755070024,0.892987225,0.213931723,0.213931723,0.776467487,0.992151908,1.360729319,0.410134156,1.497508922,1.402392423,2.040743947,0.836034539,1.193285718,1.586909276,1.854862589,1.931614969,1.898415923,1.706413371,1.706413371,0.387999778,0.833626423,0.522582437,0.545917149,2.141202964,0.331647945
Department of Marine and Fisheries Sciences Legon,0.238017518,0.660275148,0.819915566,1.319710227,0.323737346,0.822970616,0.652454392,0.629162201,0.193865759,0.577650987,0.092808056,0.20108769,0.739313869,0.260844855,0.531161738,0.870199059,0.474927642,0.927765255,0.497239947,0.243894749,0.416387896,1.506765243,0.639289185,0.754691807,0.70575446,0.476669624,0.717733973,0.819025287,0.773986633,0.794977765,0.987404623,0.2684555,1.864399825,1.846345511,2.059799444,9.789633503,0.919517395,0.919517395,0.985424426,1.93128036,1.506765243,1.068397762,1.564078015,0.623217319,1.42243942,5.56578912,1.570740345,0.75627138,0.808204241,0.929027232,0.596925684,0.30322206,1.201306555,0.601751416,0.663053539,0.724677976,0.514669036,0.30895352,0.648938399,0.149442838,0.400015092,0.853840767,0.261185383,0.241226847,0.39557955,0.244379213,0.726380098,0.556250513,0.36436162,0.453653095,0.332804702,0.698988528,0.624242328,0.30220008,0.302924526,0.444404788,0.809900446,0.995605131,0.568003902,0.569503307,0.249634626,0.535778575,0.038063692,0.823037697,0.726380098,0.16484072,0,0.576628218,0.278341671,0.950914543,0.950914543,0.460120087,0.497735039,0.148322494,0.742387874,0.621633595,0.752671444,0.263105788,0.263105788,0.626793947,0.864295996,1.228969526,0.245321947,1.351127408,1.254427852,1.878892002,0.862418592,1.031225077,1.43557345,1.697579811,1.767372897,1.738857162,1.542068433,1.542068433,0.243894749,0.712719328,0.359032318,0.382497364,2.016561208,0.171246069
Conficius Institue Legon,0.360156739,1.108629217,0.864787735,1.729039964,0.294070437,0.983989915,0.670250033,1.039688041,0.54927028,0.93680853,0.595134072,0.759594342,0.784667988,0.527291085,0.047110674,0.974501572,0.298989636,0.766423115,0.943043989,0.351080086,0.198850868,0.997550396,0.155942891,0.233588452,0.163230558,0.478450302,0.454833711,0.484682289,0.489182357,0.360429308,0.59545247,0.339772185,1.364472798,1.323135622,1.502827491,9.255923732,1.420731305,1.420731305,1.451884113,1.768164585,0.997550396,0.582444934,1.077372663,0.8500726,1.943791181,5.009632973,2.13511471,1.190149419,1.237213026,1.331817144,0.045443063,0.558878118,1.320680621,0.823314659,0.683247176,0.984283023,0.911356892,0.352393507,0.747895803,0.631258883,0.17893813,0.993237039,0.77936655,0.352918049,0.190191791,0.784416505,0.737448284,0.567096937,0.505065233,0.155530768,0.658791589,0.687881954,0.639137374,0.306910495,0.285759323,0.81474381,1.041649015,0.991186678,0.56050529,0.658887547,0.688469652,0.042211623,0.566428572,1.001097991,0.737448284,0.68548459,0.576628218,0,0.628219978,0.947375278,0.947375278,0.871471075,0.24610506,0.723721323,0.94283453,0.882329506,0.28650633,0.839731899,0.839731899,0.283180939,0.323858919,0.690147384,0.472397617,0.867816383,0.784091878,1.510775359,0.662033294,0.954204021,0.979147,1.279516996,1.459883528,1.343698634,1.250884858,1.250884858,0.351080086,1.003694136,0.416254928,0.412270069,1.457999155,0.55207749
Institute of Applied Sciece & Technology Legon,0.291414351,0.481331182,0.552318147,1.119799873,0.335592452,0.544632204,0.406513878,0.419143238,0.464882377,0.333807318,0.370955577,0.263578468,0.476450116,0.524560826,0.593369719,0.593597874,0.654909892,1.161673157,0.314825894,0.301196165,0.429975877,1.411694732,0.621795512,0.729367244,0.704139291,0.292196597,0.570280862,0.682440141,0.623615207,0.712225711,0.854342706,0.44302162,1.751702741,1.753964209,2.003463262,9.678272945,0.79407618,0.79407618,0.824620039,2.181796197,1.411694732,0.980463914,1.449906255,0.345506739,1.318948127,5.489721358,1.541590271,0.566370092,0.615345124,0.720388551,0.628483041,0.084425493,0.923078344,0.323553618,0.41479642,0.453668466,0.290787953,0.27594956,0.381640193,0.142915487,0.490093473,0.575667239,0.21168076,0.30079043,0.500312029,0.243503487,0.47308864,0.333957481,0.173069288,0.564088098,0.054935151,0.455451778,0.384060247,0.326567776,0.358342052,0.198774403,0.536383437,0.7295608,0.350100658,0.314273659,0.09032045,0.596662969,0.314357703,0.545025967,0.47308864,0.426458687,0.278341671,0.628219978,0,0.686350573,0.686350573,0.245534897,0.442380919,0.339473226,0.464692708,0.347578725,0.695488586,0.392927295,0.392927295,0.546182203,0.837451884,1.172660499,0.15665826,1.243281482,1.143168755,1.690120749,1.083716281,0.778619777,1.306485929,1.537419091,1.556838785,1.565970025,1.331642708,1.331642708,0.301196165,0.448596985,0.23742645,0.254564875,1.963429956,0.119674818
Institute of African studies Legon,0.829424453,0.790084876,0.135523771,1.098224185,0.793599579,0.27085762,0.31047398,0.696754814,1.113890277,0.595874817,1.04216687,0.935914338,0.211601013,1.157865359,0.946250796,0.17784132,1.155528879,1.684920296,0.743256915,0.834492168,0.81245652,1.149114038,0.822924587,0.854833381,0.890537065,0.523623665,0.52039194,0.567127367,0.516227147,0.717888408,0.64454054,1.001226938,1.398410561,1.453633722,1.772632827,9.212459686,1.079070775,1.079070775,1.013266112,2.70668289,1.149114038,0.844926945,1.129229489,0.407916939,1.540094065,5.117676579,1.894706545,0.793781871,0.806023887,0.804774495,0.914041634,0.647723695,0.399080788,0.412080318,0.297825087,0.432572468,0.657348202,0.743448914,0.304713879,0.829082591,0.934153056,0.235118437,0.856905256,0.836435587,0.95752365,0.89870641,0.232518018,0.42265266,0.599305731,0.999937478,0.639183862,0.27384307,0.343125539,0.806198058,0.845046955,0.62780406,0.390579303,0.046364667,0.419288335,0.382112984,0.756882981,0.94588982,0.98219183,0.298734924,0.232518018,1.109296172,0.950914543,0.947375278,0.686350573,0,9.50E-05,0.682008861,0.710332099,1.025277076,0.339786248,0.447979713,0.77064725,1.063266925,1.063266925,0.675867046,0.90913183,1.062091519,0.723004731,0.977917568,0.892326843,1.141680603,1.587181482,0.132099295,0.968238547,1.078181267,0.96071822,1.068966783,0.751522371,0.751522371,0.834492168,0.485005162,0.647954842,0.631717734,1.744035821,0.779716754
New Institute of African Studies Legon,0.829424453,0.790084876,0.135523771,1.098224185,0.793599579,0.27085762,0.31047398,0.696754814,1.113890277,0.595874817,1.04216687,0.935914338,0.211601013,1.157865359,0.946250796,0.17784132,1.155528879,1.684920296,0.743256915,0.834492168,0.81245652,1.149114038,0.822924587,0.854833381,0.890537065,0.523623665,0.52039194,0.567127367,0.516227147,0.717888408,0.64454054,1.001226938,1.398410561,1.453633722,1.772632827,9.212459686,1.079070775,1.079070775,1.013266112,2.70668289,1.149114038,0.844926945,1.129229489,0.407916939,1.540094065,5.117676579,1.894706545,0.793781871,0.806023887,0.804774495,0.914041634,0.647723695,0.399080788,0.412080318,0.297825087,0.432572468,0.657348202,0.743448914,0.304713879,0.829082591,0.934153056,0.235118437,0.856905256,0.836435587,0.95752365,0.89870641,0.232518018,0.42265266,0.599305731,0.999937478,0.639183862,0.27384307,0.343125539,0.806198058,0.845046955,0.62780406,0.390579303,0.046364667,0.419288335,0.382112984,0.756882981,0.94588982,0.98219183,0.298734924,0.232518018,1.109296172,0.950914543,0.947375278,0.686350573,9.50E-05,0,0.682008861,0.710332099,1.025277076,0.339786248,0.447979713,0.77064725,1.063266925,1.063266925,0.675867046,0.90913183,1.062091519,0.723004731,0.977917568,0.892326843,1.141680603,1.587181482,0.132099295,0.968238547,1.078181267,0.96071822,1.068966783,0.751522371,0.751522371,0.834492168,0.485005162,0.647954842,0.631717734,1.744035821,0.779716754
Institute of Statistical Social and Economic Research Legon,0.535674366,0.237341005,0.550832883,0.87763083,0.580452958,0.459216016,0.486841362,0.175803448,0.653207809,0.127266061,0.54182278,0.325149481,0.50210114,0.720964711,0.837873422,0.538072621,0.892021878,1.382669773,0.081821884,0.545521413,0.672668981,1.587940775,0.852554785,0.954499817,0.936692201,0.475160449,0.743031582,0.854741662,0.789845216,0.914905708,1.020006138,0.676843199,1.911015598,1.927208396,2.195822986,9.819139803,0.559951498,0.559951498,0.58042711,2.39135288,1.587940775,1.170591163,1.612590941,0.274497986,1.085677502,5.659353739,1.339354453,0.320865455,0.370158899,0.479341971,0.869223431,0.313608774,0.809217992,0.270624978,0.488720899,0.311060521,0.054968848,0.519303593,0.41059353,0.313547692,0.735466771,0.498936943,0.230694324,0.544940145,0.74516792,0.271311685,0.525326581,0.468434347,0.383552283,0.809107103,0.213576313,0.531548096,0.479917438,0.572012123,0.603775095,0.071118116,0.398505786,0.716815542,0.486582818,0.396842148,0.215691072,0.841045597,0.497953618,0.446470195,0.525326581,0.562297214,0.460120087,0.871471075,0.245534897,0.682008861,0.682008861,0,0.670709501,0.443705829,0.369736726,0.24039666,0.910302975,0.428705428,0.428705428,0.758725697,1.059171587,1.374866659,0.401949775,1.414396877,1.314360966,1.781062562,1.310910325,0.800257335,1.460923935,1.660713848,1.623096463,1.676237574,1.403049297,1.403049297,0.545521413,0.280449527,0.465837309,0.477766155,2.157816156,0.348705381
Maison Francaise Legon,0.262260855,0.906279796,0.620989679,1.503002229,0.177667223,0.738203724,0.424818179,0.828644357,0.556703771,0.717667199,0.552732085,0.638145873,0.539643755,0.566367054,0.23727782,0.728834444,0.459315811,0.978955578,0.748302424,0.258401937,0.121229082,1.009938463,0.181914493,0.287000727,0.266485862,0.235558969,0.264673106,0.341606311,0.315029265,0.297336521,0.499491318,0.366687493,1.366664783,1.350574808,1.577226605,9.292896062,1.230032664,1.230032664,1.246239828,1.996777067,1.009938463,0.571347556,1.066475716,0.611553209,1.755894194,5.077415312,1.982639881,0.980282064,1.024516388,1.109928226,0.223400521,0.361453734,1.076354133,0.58515707,0.437917195,0.745718957,0.70338497,0.193754043,0.502080262,0.493016396,0.240861347,0.747133992,0.630203542,0.261252623,0.265956762,0.647037871,0.493780662,0.321058811,0.287862834,0.295526495,0.458914759,0.444821025,0.393364201,0.199962966,0.216161378,0.606985674,0.799112794,0.755225179,0.314434285,0.414156165,0.52005259,0.237410357,0.50428631,0.755749766,0.493780662,0.646395541,0.497735039,0.24610506,0.442380919,0.710332099,0.710332099,0.670709501,0,0.641128448,0.699393292,0.647158427,0.261320225,0.744725826,0.744725826,0.130084877,0.39565202,0.743226356,0.303987516,0.853421443,0.757041898,1.414048399,0.879020086,0.730621466,0.940515058,1.213185631,1.329730495,1.262315395,1.109827088,1.109827088,0.258401937,0.768836756,0.206069634,0.192952924,1.535547563,0.403952969
GCB Lecture Building Legon,0.384721216,0.602635042,0.890698924,1.255239293,0.46993139,0.863109775,0.742792859,0.592931199,0.262888706,0.570306664,0.152816566,0.120732833,0.815872861,0.333243115,0.677874614,0.922873598,0.596956999,1.002154475,0.45641428,0.3911047,0.564201796,1.651058168,0.787109944,0.902563955,0.854067726,0.591330181,0.8483189,0.953272145,0.904503732,0.938337764,1.123657365,0.404430498,2.006815398,1.991408682,2.207697651,9.934023135,0.823112911,0.823112911,0.904446053,1.978701427,1.651058168,1.212472769,1.705793538,0.660733705,1.309004564,5.713257367,1.434401204,0.699825753,0.751304609,0.878249043,0.744913093,0.393370574,1.234672789,0.64347061,0.751871386,0.741302377,0.49772896,0.449076039,0.720644686,0.198476918,0.54608261,0.89804775,0.213812643,0.38850195,0.540080728,0.176948247,0.81170024,0.658426853,0.470879325,0.595881836,0.386417965,0.791241352,0.717992734,0.448798377,0.451110358,0.451386598,0.8293035,1.06802933,0.672402699,0.65260698,0.272784056,0.682548873,0.158851775,0.85818865,0.81170024,0.1240263,0.148322494,0.723721323,0.339473226,1.025277076,1.025277076,0.443705829,0.641128448,0,0.776844131,0.64785173,0.898511045,0.118044638,0.118044638,0.768873194,1.012336977,1.376275501,0.365676728,1.493356741,1.395861228,2.002342823,0.948636838,1.117667275,1.574370746,1.829799747,1.881537724,1.867458109,1.655891661,1.655891661,0.3911047,0.719216179,0.485032055,0.508505295,2.164562852,0.269894123
JQB Legon,0.70315582,0.450301153,0.232103706,0.848602092,0.703075109,0.089549242,0.309836277,0.357421108,0.929147209,0.264219598,0.834514271,0.669379926,0.236251577,0.986851474,0.925056839,0.173571741,1.070214514,1.597531598,0.417705196,0.711211105,0.76206762,1.409046977,0.862464613,0.933991407,0.944519787,0.464474297,0.629915659,0.721698311,0.655930813,0.837371681,0.855016616,0.876387384,1.693312268,1.733041165,2.033895669,9.545756677,0.746619654,0.746619654,0.694459203,2.624964766,1.409046977,1.040907286,1.408601807,0.119198397,1.229329773,5.432158989,1.564312819,0.458241175,0.475952592,0.498313084,0.922793017,0.466397967,0.459728489,0.142090507,0.301033892,0.094909944,0.3338503,0.639746942,0.208154126,0.598728855,0.866232936,0.129338955,0.57933262,0.712145306,0.884727774,0.622379658,0.287452169,0.384110175,0.465957805,0.941218042,0.409859898,0.326043519,0.330278804,0.706683451,0.746779812,0.332606524,0.101287816,0.365614216,0.395463934,0.285958727,0.506432196,0.9264665,0.778864312,0.081420049,0.287452169,0.881390354,0.742387874,0.94283453,0.464692708,0.339786248,0.339786248,0.369736726,0.699393292,0.776844131,0,0.131595166,0.863949176,0.787294048,0.787294048,0.727648685,1.018328217,1.260339327,0.566621665,1.233001202,1.138097823,1.478275685,1.510736157,0.469756912,1.248854009,1.397182239,1.300441956,1.396408751,1.089571029,1.089571029,0.711211105,0.147053363,0.547277118,0.542589876,2.001009698,0.580944359
